,Pokemon,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,Type1,Type2,Cluster
173,Drilbur,0.09566382040925232,0.12941933593770125,0.06470966796885062,0.09591694284163271,0.0,0.1613471263933788,0.06470966796885062,0.0968082758360273,0.09668042411429278,0.06453885055735153,0.322268080380976,0.06470966796885062,0.7285938412593354,0.3205691615543063,0.09668042411429278,0.3559031738286785,0.16049651438359766,0.0646242010827658,Ground,None,8
174,Drowzee,0.06402736903093394,0.2165494631714545,0.0433098926342909,0.08559571033044024,0.045789423197809556,0.23757560915761847,0.10827473158572724,0.04319556530138518,0.08627703648535354,0.08639113060277036,0.06470777736401515,0.10827473158572724,0.6784620712266547,0.17164440992607077,0.5823699962761364,0.0433098926342909,0.042967840969158386,0.06487903504199805,Psychic,None,7
175,Druddigon,0.047558362024493546,0.4101649294677763,0.2895281855066656,0.14305259833122344,0.0,0.16844561019183743,0.2412734879222213,0.07219097579650176,0.07209563538815783,0.048127317197667836,0.14419127077631566,0.0723820463766664,0.6378107734979324,0.2868622590333468,0.07209563538815783,0.2654008367144435,0.14362077892903413,0.12047741001338076,Dragon,None,2
176,Ducklett,0.06242561071829297,0.06333962816431857,0.06333962816431857,0.09388617937541743,0.0,0.0631724273167798,0.09500944224647785,0.5685518458510183,0.06308899742890246,0.0631724273167798,0.09463349614335369,0.1900188844929557,0.5581314601458777,0.15689101900176064,0.09463349614335369,0.06333962816431857,0.12567877242231937,0.47441978094010506,Water,Flying,6
177,Dugtrio,0.05052278670421122,0.25631263249557384,0.051262526499114766,0.05065646786608094,0.05419735255123715,0.12781801548229318,0.07689378974867216,0.07669080928937592,0.10211936811853842,0.07669080928937592,0.3318879463852499,0.07689378974867216,0.7779473200816946,0.2285572942855832,0.0765895260889038,0.3075751589946886,0.05085766674349305,0.05119482025597921,Ground,None,8
178,Dunsparce,0.04434202338898829,0.11247816565969979,0.04499126626387991,0.17783740204766388,0.0,0.08974500104646828,0.1574694319235797,0.11218125130808534,0.20165957454417038,0.06730875078485121,0.15684633575657697,0.11247816565969979,0.8149264781629991,0.20059647438430891,0.1792529551503737,0.24745196445133952,0.08927187098574549,0.13479552882599388,Normal,None,13
179,Duosion,0.11138845870702023,0.11301937578372388,0.05650968789186194,0.13960398483606734,0.0597449186841875,0.056360516386068454,0.05650968789186194,0.0845407745791027,0.16885824834030802,0.0845407745791027,0.11257216556020537,0.05650968789186194,0.6086029847260814,0.16796806878295112,0.6472899519711808,0.1977839076215168,0.14015846812743163,0.08465257699682384,Psychic,None,7
180,Durant,0.2405819066309326,0.18307832715284134,0.06102610905094711,0.1206092381024036,0.0,0.12173003063565772,0.06102610905094711,0.0912975229767433,0.0911769491373492,0.0912975229767433,0.1215692655164656,0.09153916357642067,0.7767433023875082,0.1511604774482917,0.1215692655164656,0.36615665430568267,0.21190448560637273,0.060945507315933296,Bug,Steel,8
181,Dusclops,0.06049079625015178,0.306882423556764,0.040917656474235196,0.08086780312625548,0.0,0.20404822024576816,0.12275296942270558,0.061214466073730454,0.3464238580296667,0.04080964404915363,0.1426451180122157,0.20458828237117596,0.721110370097734,0.10135223406668403,0.3056681100261765,0.14321179765982317,0.040594498145293714,0.06129542020906486,Ghost,None,10
182,Dusknoir,0.06022806747895124,0.3055495457134853,0.040739939428464704,0.08051657120566401,0.0,0.22347817872674,0.12221981828539412,0.060948594198201825,0.3449192404650656,0.04063239613213455,0.14202556960326232,0.20369969714232353,0.7179783822056873,0.10091203242336871,0.304340506292705,0.14258978799962646,0.04041818466826309,0.06102919672665025,Ghost,None,10
183,Duskull,0.0719411749846247,0.3649725826306588,0.048663011017421175,0.07213152829816066,0.0,0.07280182917727032,0.09732602203484235,0.07280182917727032,0.38776363751250836,0.04853455278484688,0.09694090937812709,0.1946520440696847,0.690852707030458,0.12053732564407532,0.3635284101679766,0.048663011017421175,0.04827868164285025,0.07289810722247471,Ghost,None,10
184,Dustox,0.3751270328593992,0.08156132842057515,0.08156132842057515,0.08059705782006445,0.057487192208958385,0.054230684547564516,0.08156132842057515,0.2982687650116049,0.10831812749041353,0.13557671136891128,0.054159063745206765,0.0543742189470501,0.6920777196267545,0.404051627642799,0.21663625498082706,0.0543742189470501,0.08091717563007414,0.054302402859553935,Bug,Poison,15
185,Dwebble,0.2282340459576936,0.17368183633759107,0.05789394544586369,0.057209485903307565,0.0,0.11548223968958266,0.05789394544586369,0.08661167976718699,0.14416215729541804,0.11548223968958266,0.2883243145908361,0.05789394544586369,0.6235112829387214,0.2294434712239296,0.08649729437725082,0.549992481735705,0.08615506838126329,0.08672622088949243,Bug,Rock,8
186,Eelektrik,0.1461645095684646,0.1483046073616321,0.07415230368081605,0.4762915777540148,0.0,0.07395656006214149,0.07415230368081605,0.14791312012428298,0.07385888790079113,0.11093484009321225,0.1107883318511867,0.07415230368081605,0.6897103403720599,0.33061284824935183,0.14771777580158227,0.07415230368081605,0.14713333135955986,0.14810873040257658,Electric,None,12
187,Eelektross,0.1076155343767952,0.13648901175533912,0.2456802211596104,0.4316011221601807,0.0,0.21780594359751626,0.13648901175533912,0.10890297179875813,0.05437957349144578,0.13612871474844765,0.08156936023716867,0.05459560470213565,0.6948955283512651,0.2434180393122229,0.10875914698289156,0.19108461645747477,0.10832884210842184,0.10904699242791296,Electric,None,12
188,Eevee,0.04428889117428149,0.08987471220580055,0.044937356102900276,0.04440607771161091,0.09502012084681125,0.06722809900748475,0.06740603415435041,0.0448187326716565,0.11189885486392208,0.0448187326716565,0.11189885486392208,0.08987471220580055,0.9459418963195049,0.11130895135568027,0.11189885486392208,0.044937356102900276,0.066873676653094,0.06731700597628476,Normal,None,3
189,Ekans,0.06283735447818713,0.2762820690731344,0.04250493370355914,0.042002412977858714,0.0,0.042392731261805344,0.06375740055533871,0.042392731261805344,0.06350511672209692,0.08478546252361069,0.12701023344419385,0.08500986740711829,0.6658521553349618,0.6317033321433693,0.06350511672209692,0.12751480111067742,0.06325385913101278,0.0848975885331598,Poison,None,5
190,Electabuzz,0.06710926828423688,0.09078914995716567,0.06809186246787424,0.33643418288260124,0.0,0.36219795682679456,0.09078914995716567,0.04527474460334932,0.04521495163628489,0.04527474460334932,0.09042990327256978,0.11348643744645708,0.8000091301379219,0.11244147356005098,0.18085980654513956,0.09078914995716567,0.06755408845084356,0.06800192846518942,Electric,None,13
191,Electivire,0.061417049350452356,0.12463259947466737,0.062316299737333686,0.4105303751440894,0.0,0.3314762678509095,0.1038604995622228,0.04143453348136369,0.041379812163386376,0.04143453348136369,0.1655192486535455,0.12463259947466737,0.752489788858794,0.1029041696807969,0.1655192486535455,0.1661767992995565,0.06182413979895565,0.062233993951227,Electric,None,12
192,Electrike,0.07799742786047179,0.18465870097903553,0.052759628851153005,0.4431548993269577,0.0,0.07893053485126027,0.15827888655345904,0.05262035656750684,0.13137715618984838,0.05262035656750684,0.10510172495187871,0.10551925770230601,0.8006669720808263,0.13068456782124113,0.10510172495187871,0.052759628851153005,0.07851441798333886,0.07903491790987699,Electric,None,12
193,Electrode,0.08847156806219023,0.20945619977581087,0.059844628507374535,0.5026654072238639,0.0,0.0596866535887167,0.059844628507374535,0.0596866535887167,0.059607827255327456,0.0596866535887167,0.08941174088299117,0.0897669427610618,0.7617053602117256,0.1482339732709862,0.17882348176598234,0.0897669427610618,0.089057983897909,0.08964838086278663,Electric,None,12
194,Elekid,0.07513968094266801,0.10165313875788211,0.07623985406841158,0.3766924868400588,0.0,0.35484679923694873,0.10165313875788211,0.050692399890992675,0.0506254519926963,0.050692399890992675,0.1012509039853926,0.12706642344735264,0.7713313435297873,0.12589641735089802,0.2025018079707852,0.07623985406841158,0.05042515271333438,0.07613915840534737,Electric,None,12
195,Elgyem,0.0648976187003246,0.19754349168219196,0.043898553707153766,0.13013867012225377,0.0,0.04378267245558531,0.043898553707153766,0.06567400868337796,0.08744970004491835,0.06567400868337796,0.08744970004491835,0.06584783056073065,0.5587429398139028,0.10873585815741688,0.743322450381806,0.1316956611214613,0.087103705861954,0.06576086041839928,Psychic,None,7
196,Emboar,0.04334502044900347,0.13193899649956387,0.043979665499854624,0.08691941908843864,0.0,0.3070449909334451,0.4178068222486189,0.0438635701333493,0.10951410215285122,0.1315907104000479,0.1533197430139917,0.06596949824978193,0.710484078633201,0.21787354096012163,0.08761128172228097,0.24188816024920043,0.13089697236365416,0.08784315654914232,Fire,Fighting,20
197,Emolga,0.11417264457856811,0.17376649032984798,0.05792216344328265,0.5437550177490265,0.06123825973969856,0.05776926335372305,0.05792216344328265,0.25996168509175377,0.08653945388824436,0.05776926335372305,0.05769296925882958,0.05792216344328265,0.7088808949978772,0.14347206494215628,0.14423242314707396,0.05792216344328265,0.08619706108841928,0.08676849198119933,Electric,Flying,12
198,Empoleon,0.08261577224058625,0.12573811214697533,0.04191270404899178,0.06212577756604455,0.0,0.08360412989213577,0.08382540809798356,0.16720825978427153,0.0626202873608306,0.10450516236516971,0.14611400384193807,0.23051987226945478,0.7386465436405514,0.1038169474299168,0.08349371648110747,0.2095635202449589,0.14553590471349082,0.4604308149529001,Water,Steel,4
199,Entei,0.048673899667540196,0.12346642150454437,0.04938656860181775,0.0488026887523225,0.0,0.07388430053606684,0.5185589703190864,0.04925620035737789,0.07378672380565707,0.07388430053606684,0.12297787300942846,0.04938656860181775,0.7736549685610907,0.12232956361598026,0.14757344761131413,0.14815970580545323,0.09799304946857341,0.07398201011434659,Fire,None,20
200,Escavalier,0.4122026978201421,0.1394126828601238,0.055765073144049514,0.05510578250215543,0.0,0.19466253532526512,0.055765073144049514,0.11123573447158006,0.05554441442378725,0.11123573447158006,0.08331662163568088,0.08364760971607428,0.7916783391296139,0.24863219009819373,0.08331662163568088,0.08364760971607428,0.1106493066015995,0.08353713007747818,Bug,Steel,15
201,Espeon,0.053354541871668146,0.07218099119135457,0.036090495595677285,0.03566381049215225,0.11447012742816555,0.0539928385101141,0.05413574339351593,0.035995225673409396,0.10784306364745118,0.07199045134681879,0.10784306364745118,0.07218099119135457,0.865719927293659,0.08939545106887951,0.41339841064856286,0.036090495595677285,0.053708191625440715,0.054064242278474534,Psychic,None,3
202,Espurr,0.08038630543329733,0.19031436221680148,0.05437553206194328,0.16119800841133627,0.05748858050086802,0.05423199419616133,0.08156329809291492,0.081347991294242,0.05416037166419083,0.081347991294242,0.08124055749628624,0.1359388301548582,0.7187134496718882,0.13468712844081737,0.5686839024740037,0.05437553206194328,0.08091912974639051,0.08145557136017746,Psychic,None,7
203,Excadrill,0.08631467413843653,0.11677129097381446,0.05838564548690723,0.11539074549901411,0.0,0.17469456576046197,0.05838564548690723,0.08734728288023098,0.08723192600181714,0.08734728288023098,0.3489277040072686,0.05838564548690723,0.7431353529301047,0.2892402017818183,0.08723192600181714,0.32112105017798975,0.17377358688094316,0.05830853120911152,Ground,Steel,8
204,Exeggcute,0.06888317194385384,0.06989173910354705,0.04659449273569804,0.046043622606915184,0.049262069628704185,0.04647149487635101,0.06989173910354705,0.06970724231452652,0.1160253034947341,0.4414792013253346,0.1160253034947341,0.04659449273569804,0.7299162876286496,0.23082729270873498,0.3712809711831491,0.1397834782070941,0.04622650004726474,0.04653295191300769,Grass,Psychic,14
205,Exeggutor,0.06091101800523455,0.06180285922987553,0.04120190615325035,0.040714790659205045,0.04356075258228363,0.06163971506968648,0.06180285922987553,0.06163971506968648,0.10259718231313433,0.41093143379790986,0.10259718231313433,0.04120190615325035,0.7664598213767385,0.20411262991404408,0.36934985632728357,0.12360571845975106,0.040876502885101994,0.041147487721967836,Grass,Psychic,14
206,Exploud,0.03700889411061795,0.1502030698469252,0.05632615119259695,0.09276704520721961,0.03970058289515091,0.22470985671196428,0.2253046047703878,0.03745164278532738,0.0748043630979521,0.05617746417799107,0.11220654464692816,0.28163075596298476,0.8272177024249144,0.0930125158942439,0.11220654464692816,0.1877538373086565,0.037254200055163326,0.13125409976597843,Normal,None,13
207,Farfetch'd,0.07789389029222461,0.09879298717729558,0.05927579230637735,0.03904999711964833,0.0,0.07882575863154224,0.07903438974183646,0.3744223534998256,0.11808248380339789,0.05911931897365669,0.07872165586893194,0.03951719487091823,0.8705367521639312,0.15661330894600045,0.07872165586893194,0.03951719487091823,0.09801274267166377,0.039465001563512445,Normal,Flying,6
208,Fearow,0.0734503387953631,0.149051554139725,0.0745257770698625,0.04909645686177659,0.0,0.049552698382954195,0.09936770275981667,0.39642158706363356,0.098974511306992,0.049552698382954195,0.098974511306992,0.0745257770698625,0.8512787388313902,0.12306592723758707,0.098974511306992,0.049683851379908335,0.09858291928144625,0.07442734531616722,Normal,Flying,6
209,Feebas,0.0660244236299914,0.06699113383702368,0.20097340151107101,0.09929868220364009,0.0,0.0668142939236905,0.06699113383702368,0.0668142939236905,0.1000890815013687,0.0668142939236905,0.1000890815013687,0.3014601022666065,0.754281841720015,0.16593572706975243,0.2001781630027374,0.06699113383702368,0.09969307968592589,0.401415921892562,Water,None,4
210,Fennekin,0.06049202527650716,0.15344432933187718,0.06137773173275087,0.06065208462299887,0.0,0.0918235647049538,0.491021853862007,0.061215709803302536,0.06113486409225187,0.1836471294099076,0.06113486409225187,0.0920665975991263,0.6910781454245231,0.15203143994761692,0.3668091845535112,0.06137773173275087,0.09133947658597162,0.1225933311668575,Fire,None,20
211,Feraligatr,0.05691326049764633,0.15399084728467327,0.21173741501642576,0.05706385058353495,0.0,0.2303765246846003,0.07699542364233664,0.05759413117115007,0.07669075782394737,0.05759413117115007,0.1342088261919079,0.2309862709270099,0.7538473230650727,0.09535807853481743,0.07669075782394737,0.17323970319525744,0.07638733132756621,0.4036920827213802,Water,None,4
212,Ferroseed,0.10082179135114623,0.1704966573163958,0.06819866292655831,0.16848093592834057,0.0,0.10202795315563376,0.10229799438983747,0.10202795315563376,0.1358576106214662,0.3400931771854458,0.16982201327683275,0.06819866292655831,0.6677199377799669,0.3040681553738451,0.1358576106214662,0.3068939831695124,0.2706401816953452,0.06810858786453997,Grass,Steel,14
213,Ferrothorn,0.08363586182188987,0.1414340558852416,0.056573622354096645,0.16771431756670735,0.0,0.08463642311586268,0.08486043353114496,0.11284856415448356,0.14087441064470688,0.3667578335020716,0.16904929277364822,0.056573622354096645,0.7200718338221302,0.2522371591148556,0.11269952851576549,0.2828681117704832,0.22450726709356092,0.05649890135043656,Grass,Steel,14
214,Finneon,0.14338101584473703,0.08728821512450156,0.08728821512450156,0.05750415838514749,0.12304739262126267,0.058038530646867724,0.05819214341633438,0.20313485726403704,0.08694282140837398,0.058038530646867724,0.05796188093891599,0.2327685736653375,0.7121850472178786,0.14414080005017216,0.14490470234728997,0.05819214341633438,0.057732555125011124,0.5230375624004336,Water,None,4
215,Flaaffy,0.0652894966164402,0.08832726165083464,0.04416363082541732,0.458235749087716,0.0,0.22023524918128845,0.08832726165083464,0.04404704983625769,0.08797775649606156,0.08809409967251539,0.10997219562007694,0.06624544623812598,0.7999355234938552,0.10939244899010268,0.13196663474409231,0.08832726165083464,0.06572225479582587,0.06615795093510576,Electric,None,12
216,Flabebe,0.052057797068603154,0.052820012034141654,0.07923001805121248,0.0521955398031291,0.2792200277159963,0.05268058035392709,0.07923001805121248,0.05268058035392709,0.05261100672665135,0.5004655133623073,0.1052220134533027,0.07923001805121248,0.7498682785186584,0.13083413578341926,0.18413852354327973,0.052820012034141654,0.052402851612591846,0.07912537305549806,Fairy,None,0
217,Flareon,0.036797520311321025,0.07467259757877041,0.03733629878938521,0.03689488499743665,0.07894767139429158,0.09309435064219031,0.3360266891044668,0.03723774025687612,0.09297140378758958,0.03723774025687612,0.09297140378758958,0.07467259757877041,0.8956036025515904,0.12947379366791098,0.09297140378758958,0.05600444818407781,0.0555621378112965,0.055930478931206715,Fire,None,20
218,Fletchinder,0.10473959674031748,0.177121938556871,0.07084877542274841,0.07001115552928543,0.0,0.10599262844420378,0.4250926525364904,0.35330876148067925,0.07056843148638256,0.07066175229613585,0.07056843148638256,0.07084877542274841,0.7283500112958062,0.17549102975889685,0.14113686297276512,0.07084877542274841,0.1405784558705643,0.0707552001594474,Fire,Flying,6
219,Fletchling,0.1126510871547139,0.19050081877679642,0.07620032751071856,0.07529943811876334,0.0,0.11399876642860002,0.22860098253215572,0.37999588809533336,0.07589880783533597,0.07599917761906667,0.07589880783533597,0.07620032751071856,0.7833658249138302,0.18874671951672875,0.15179761567067193,0.07620032751071856,0.1511970293681125,0.07609968405332794,Normal,Flying,6
220,Floatzel,0.06279195348618273,0.16989689284093912,0.04247422321023478,0.041972065563782975,0.0,0.21181050918268404,0.06371133481535217,0.04236210183653681,0.06345923326120839,0.04236210183653681,0.08461231101494453,0.2973195624716435,0.7485424498353717,0.10520781939979769,0.08461231101494453,0.10618555802558696,0.06320815720774592,0.4665993676838472,Water,None,4
221,Floette,0.052057797068603154,0.052820012034141654,0.07923001805121248,0.0521955398031291,0.2792200277159963,0.05268058035392709,0.07923001805121248,0.05268058035392709,0.05261100672665135,0.5004655133623073,0.1052220134533027,0.07923001805121248,0.7498682785186584,0.13083413578341926,0.18413852354327973,0.052820012034141654,0.052402851612591846,0.07912537305549806,Fairy,None,0
222,Floette-Eternal,0.0511872345198351,0.051936702964382055,0.07790505444657309,0.05132267378258937,0.32946075737700203,0.05179960300017819,0.07790505444657309,0.05179960300017819,0.0517311928526826,0.49209622850169277,0.1034623857053652,0.07790505444657309,0.7373282311761397,0.1286461965096275,0.1810591749843891,0.051936702964382055,0.051526518716629055,0.07780215942913886,Fairy,None,0
223,Florges,0.047573627324174896,0.04827018639415726,0.0724052795912359,0.04769950513476135,0.3572358878632863,0.048142765120779724,0.0724052795912359,0.048142765120779724,0.04807918444695203,0.4814276512077972,0.09615836889390406,0.09654037278831452,0.732536312774732,0.1195643067423386,0.1923167377878081,0.04827018639415726,0.047888959458967276,0.07230964853675818,Fairy,None,0
224,Flygon,0.256793886520041,0.1302768935689668,0.325692233922417,0.06436833807716417,0.0,0.10827749583945309,0.21712815594827797,0.23821049084679682,0.06488069824230526,0.08662199667156248,0.23789589355511928,0.043425631189655596,0.7440509446301966,0.1075644383396895,0.06488069824230526,0.19541534035345018,0.10770666361945115,0.04336827571881877,Ground,Dragon,2
225,Foongus,0.09413557724772048,0.15918980450750772,0.06367592180300309,0.06292310400878524,0.0,0.06350783322399131,0.09551388270450463,0.06350783322399131,0.09513594056372389,0.4763087491799348,0.06342396037581594,0.06367592180300309,0.6857825181878802,0.44162723293182704,0.09513594056372389,0.09551388270450463,0.06317302387930054,0.0953877303939016,Grass,Poison,0
226,Forretress,0.2078960679018068,0.07031334034331761,0.04687556022887841,0.11580341784752482,0.0,0.11687955105332963,0.07031334034331761,0.07012773063199779,0.04669007672552206,0.0935036408426637,0.23345038362761034,0.04687556022887841,0.8031617252963472,0.2089977210588392,0.16341526853932722,0.30469114148770965,0.18602139093366793,0.04681364817938107,Bug,Steel,8
227,Fraxure,0.08080686028929775,0.21864002823872278,0.40995005294760517,0.0810206718320727,0.0,0.19080501387757465,0.10932001411936139,0.08177357737610343,0.0816655815196579,0.05451571825073561,0.0816655815196579,0.08199001058952103,0.7759900806377494,0.21662682790595114,0.0816655815196579,0.13665001764920173,0.08134247216491239,0.1091756270210065,Dragon,None,2
228,Frillish,0.05790497244620183,0.14688200008801727,0.05875280003520691,0.0870872798400933,0.06211645102851953,0.05859770727186327,0.11750560007041382,0.05859770727186327,0.2340812763059495,0.14649426817965816,0.05852031907648737,0.23501120014082763,0.603999184374938,0.2910590710389737,0.2633414358441932,0.05875280003520691,0.05828878380563702,0.5280768074610726,Water,Ghost,4
229,Froakie,0.0865049448316278,0.17554304962224723,0.05851434987408241,0.08673383326567778,0.0,0.11671977311958577,0.11702869974816482,0.1458997163994822,0.11656562489387956,0.1458997163994822,0.14570703111734945,0.20480022455928842,0.6874832387708092,0.20291445879372474,0.11656562489387956,0.23405739949632964,0.058052216869561184,0.46749652485440557,Water,None,4
230,Frogadier,0.08301254347192041,0.22460796996554871,0.05615199249138718,0.08323219115933038,0.0,0.1400094130309726,0.11230398498277436,0.1400094130309726,0.11185960551352057,0.1400094130309726,0.1398245068919007,0.25268396621124234,0.6597279768891626,0.2503572950661623,0.11185960551352057,0.22460796996554871,0.055708516847280405,0.44862262692593635,Water,None,4
231,Froslass,0.07055102402998686,0.31019738268897834,0.04772267425984282,0.1414753981255053,0.0,0.07139504742326377,0.04772267425984282,0.047596698282175845,0.21390227451935717,0.047596698282175845,0.11883459695519845,0.40564273120866395,0.7475895795034228,0.11820812990395273,0.21390227451935717,0.07158401138976422,0.047345771450755005,0.11914910840911679,Ice,Ghost,18
232,Furfrou,0.07930781203727441,0.18776103199826757,0.053646009142362165,0.1325294286027085,0.11343458346734829,0.10700879407089074,0.08046901371354324,0.05350439703544537,0.08015060312810511,0.1337609925886134,0.10686747083747349,0.10729201828472433,0.8929041156266523,0.13288011445044004,0.13358433854684187,0.08046901371354324,0.07983348777574639,0.1071503097117648,Normal,None,3
233,Furret,0.07618820587699175,0.15460746239335046,0.038651865598337616,0.13368214414637328,0.040864719896946816,0.19274917148506704,0.11595559679501284,0.03854983429701341,0.09624730678200846,0.09637458574253352,0.07699784542560677,0.17393339519251927,0.8893174357751971,0.09573991442309132,0.09624730678200846,0.07730373119667523,0.05751990295430962,0.15440326078343652,Normal,None,13
234,Gabite,0.07678062777462374,0.07790482716162692,0.4154924115286769,0.05132252405069802,0.0,0.0776991778152968,0.18177793004379614,0.0776991778152968,0.07759656289342928,0.05179945187686452,0.2586552096447643,0.07790482716162692,0.7373260800498935,0.128645821189386,0.07759656289342928,0.31161930864650766,0.12881592097507025,0.07780193244438488,Dragon,Ground,2
235,Gallade,0.07876840662391266,0.15984342096928722,0.06393736838771488,0.11056755430601883,0.1689946015325224,0.22319006379185796,0.09590605258157232,0.047826442241112425,0.12736874486723568,0.09565288448222485,0.11144765175883121,0.15984342096928722,0.7511981111002282,0.1266972878668141,0.44579060703532486,0.12787473677542976,0.031716202809224624,0.04788969115147761,Psychic,Fighting,7
236,Galvantula,0.4628821717217491,0.16576219639227452,0.055254065464091506,0.35490530584856594,0.0,0.05510820848887227,0.055254065464091506,0.0826623127333084,0.0550354287675503,0.11021641697774454,0.08255314315132543,0.055254065464091506,0.6221291665575558,0.41058971543827827,0.13758857191887575,0.08288109819613726,0.054817681443079885,0.08277163094649036,Bug,Electric,15
237,Garbodor,0.07814155206588366,0.18499991464826834,0.05285711847093381,0.10446441508741203,0.0,0.10543517767793036,0.07928567770640071,0.05271758883896518,0.13161991583929486,0.13179397209741295,0.1579438990071538,0.07928567770640071,0.646892298582293,0.6022598194243396,0.1579438990071538,0.21142847388373523,0.052439664991199834,0.07918095919682726,Poison,None,5
238,Gardevoir,0.054927336387032254,0.1486175101438646,0.05573156630394922,0.1285029008702085,0.23568899572360677,0.0555844488454048,0.11146313260789845,0.03705629923026987,0.14802944044812155,0.1111688976908096,0.09251840028007598,0.16719469891184768,0.7275426699577584,0.09203066580800737,0.5181030415684255,0.03715437753596615,0.03686094072672601,0.05565795746653529,Psychic,Fairy,7
239,Gastly,0.073490266272472,0.3231205863312138,0.04971085943557136,0.09824629122159137,0.05255685114351864,0.04957963514407496,0.1491325783067141,0.04957963514407496,0.3713561763004668,0.09915927028814991,0.07427123526009335,0.17398800802449976,0.6570577227712184,0.3447719118556837,0.3218420194604046,0.04971085943557136,0.049318254392915525,0.07446780389233074,Ghost,Poison,10
240,Gastrodon,0.0968871693258892,0.07372932208891737,0.04915288139261158,0.07285764651591392,0.0,0.09804626004843738,0.04915288139261158,0.04902313002421869,0.0979167733589104,0.04902313002421869,0.244791933397276,0.1966115255704463,0.7459318719754457,0.3165518849311741,0.122395966698638,0.2457644069630579,0.04876468313342005,0.34361573060609263,Water,Ground,4
241,Genesect,0.3699046464216458,0.13404310055148935,0.05361724022059575,0.2649167132202754,0.0,0.05347570405646929,0.13404310055148935,0.13368926014117322,0.0801076205005474,0.13368926014117322,0.10681016066739653,0.13404310055148935,0.7086906595586422,0.18593239615218277,0.26702540166849137,0.1072344804411915,0.2393720256260451,0.053546423931377235,Bug,Steel,15
242,Gengar,0.05912305546415231,0.2799473500447248,0.039992478577817826,0.09879915429047098,0.04228208418321367,0.21937799615613476,0.11997743573345349,0.0398869083920245,0.33859096328794347,0.079773816784049,0.05975134646257825,0.1399736750223624,0.7048055415034605,0.3368059941982649,0.2788396168253652,0.05998871786672674,0.03967662709312751,0.05990948629164343,Ghost,Poison,10
243,Geodude,0.04601255756326002,0.09337251981716417,0.046686259908582085,0.09226860969825319,0.0,0.2560966089371117,0.2100881695886194,0.04656301980674758,0.09300305090824161,0.04656301980674758,0.23250762727060403,0.046686259908582085,0.7084990393742314,0.11564095184513132,0.0697522881811812,0.513548858994403,0.11579385615980953,0.04662459788214032,Rock,Ground,8
244,Gible,0.07772993583812658,0.0788680347148057,0.3943401735740285,0.051957070645753965,0.0,0.07865984274036243,0.18402541433454664,0.07865984274036243,0.07855595909778257,0.05243989516024162,0.2618531969926086,0.05257868980987047,0.7464423065449005,0.1302363853581175,0.07855595909778257,0.3154721388592228,0.13040858824067436,0.07876386781748908,Dragon,Ground,2
245,Gigalith,0.0583421728861133,0.05919640183547178,0.05919640183547178,0.058496543813890516,0.0,0.11808027614765404,0.05919640183547178,0.08856020711074054,0.11792433114731198,0.08856020711074054,0.29481082786827995,0.05919640183547178,0.6954966456092168,0.14662832849462115,0.11792433114731198,0.532767616519246,0.20555108748980785,0.05911821673128087,Rock,None,8
246,Girafarig,0.05585851262972195,0.17002912966656974,0.0377842510370155,0.13068139442693041,0.0399474336165023,0.1130535300663224,0.05667637655552325,0.0565267650331612,0.13172159435797698,0.09421127505526866,0.13172159435797698,0.1133527531110465,0.7953673552828329,0.09359085013945737,0.4704342655642036,0.05667637655552325,0.05622875944554351,0.056601519836723464,Normal,Psychic,7
247,Giratina,0.09859441889527962,0.15005701410160371,0.3251235305534747,0.1729967672433015,0.0,0.09977393396452636,0.10003800940106915,0.1995478679290527,0.24910541397257313,0.07483045047339477,0.1992843311780585,0.12504751175133644,0.7101033018273916,0.12389609545168619,0.2740159553698304,0.15005701410160371,0.14887189799033385,0.09990588173882015,Ghost,Dragon,2
248,Giratina-Origin,0.09859441889527962,0.15005701410160371,0.3251235305534747,0.1729967672433015,0.0,0.09977393396452636,0.10003800940106915,0.1995478679290527,0.24910541397257313,0.07483045047339477,0.1992843311780585,0.12504751175133644,0.7101033018273916,0.12389609545168619,0.2740159553698304,0.15005701410160371,0.14887189799033385,0.09990588173882015,Ghost,Dragon,2
249,Glaceon,0.05795825660421992,0.07840915248560952,0.03920457624280476,0.038741074470476096,0.08289814745240222,0.0782021718459951,0.05880686436420714,0.03910108592299755,0.09762361579416644,0.03910108592299755,0.09762361579416644,0.29403432182103567,0.9020344212415937,0.09710896786935737,0.136673062111833,0.05880686436420714,0.05834242114688379,0.11745838750243114,Ice,None,3
250,Glalie,0.07168123258183227,0.26667948311792883,0.04848717874871433,0.04791393206582561,0.0,0.04835918466954928,0.04848717874871433,0.04835918466954928,0.1207382954426475,0.04835918466954928,0.1207382954426475,0.4121410193640718,0.807038625090646,0.12010179255664953,0.09659063635411799,0.0727307681230715,0.09620847611468683,0.1452694143432141,Ice,None,18
251,Glameow,0.09336605168769486,0.35524908741518674,0.04736654498869156,0.11701636790123707,0.10015664514430372,0.07086226365544271,0.07104981748303735,0.07086226365544271,0.09435823738197986,0.047241509103628475,0.11794779672747484,0.1184163624717289,0.8579498844061852,0.11732600467103653,0.11794779672747484,0.04736654498869156,0.07048868221118049,0.11825996114748132,Normal,None,16
